gene_name	gene_biotype	num_isoforms_total	num_protein_coding_isoforms	num_retained_intron_isoforms	num_nonsense_mediated_decay_isoforms	num_protein_coding_CDS_not_defined_isoforms	num_non_coding_isoforms	source
RGP1	protein_coding	2	1	1	0	0	0	ensembl
MSMP	protein_coding	2	1	0	0	1	0	ensembl
ENSG00000228843	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000227388	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000297929	lncRNA	1	0	0	0	0	1	ensembl
NPR2	protein_coding	27	7	10	6	4	0	ensembl
SPAG8	protein_coding	12	4	1	4	3	0	ensembl
HINT2	protein_coding	7	1	0	0	6	0	ensembl
ENSG00000285645	protein_coding	1	0	0	1	0	0	ensembl
TMEM8B	protein_coding	9	6	0	0	3	0	ensembl
FAM221B	protein_coding	4	3	0	1	0	0	ensembl
OR13J1	protein_coding	1	1	0	0	0	0	ensembl
HRCT1	protein_coding	1	1	0	0	0	0	ensembl
SPAAR	protein_coding	5	2	0	1	2	0	ensembl
ENSG00000287986	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304867	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000290538	lncRNA	4	0	0	0	0	4	ensembl
OR2S2	protein_coding	1	1	0	0	0	0	ensembl
OR13C7	protein_coding	1	0	0	0	0	1	ensembl
RECK	protein_coding	3	1	0	0	2	0	ensembl
ENSG00000276730	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000298190	lncRNA	1	0	0	0	0	1	ensembl
GLIPR2	protein_coding	5	4	0	0	1	0	ensembl
ENSG00000295960	lncRNA	1	0	0	0	0	1	ensembl
CCIN	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000294585	lncRNA	1	0	0	0	0	1	ensembl
CLTA	protein_coding	8	6	0	2	0	0	ensembl
GNE	protein_coding	6	5	0	0	1	0	ensembl
ENSG00000299227	lncRNA	2	0	0	0	0	2	ensembl
RNU4-53P	snRNA	1	0	0	0	0	1	ensembl
RNF38	protein_coding	10	7	0	0	3	0	ensembl
ENSG00000308542	lncRNA	3	0	0	0	0	3	ensembl
MELK	protein_coding	14	8	1	3	2	0	ensembl
ENSG00000308598	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000288571	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000304350	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287514	lncRNA	8	0	0	0	0	8	ensembl
MIR4475	miRNA	1	0	0	0	0	1	ensembl
PAX5	protein_coding	18	14	1	2	1	0	ensembl
MIR4540	miRNA	1	0	0	0	0	1	ensembl
MIR4476	miRNA	1	0	0	0	0	1	ensembl
ENSG00000250850	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305240	lncRNA	1	0	0	0	0	1	ensembl
EBLN3P	lncRNA	33	0	0	0	0	33	ensembl
ENSG00000306278	lncRNA	3	0	0	0	0	3	ensembl
LINC01400	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000233242	lncRNA	8	0	0	0	0	8	ensembl
ZCCHC7	protein_coding	9	3	0	0	6	0	ensembl
RNU6-677P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000299969	lncRNA	1	0	0	0	0	1	ensembl
LINC01627	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301183	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000294170	lncRNA	1	0	0	0	0	1	ensembl
GRHPR	protein_coding	12	2	3	1	6	0	ensembl
ZBTB5	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000294023	lncRNA	2	0	0	0	0	2	ensembl
POLR1E	protein_coding	3	2	0	1	0	0	ensembl
ENSG00000234160	lncRNA	1	0	0	0	0	1	ensembl
FBXO10	protein_coding	5	2	0	1	2	0	ensembl
ENSG00000256966	protein_coding	3	0	0	1	2	0	ensembl
TOMM5	protein_coding	5	4	0	1	0	0	ensembl
ENSG00000255872	protein_coding	1	0	0	1	0	0	ensembl
ENSG00000306923	lncRNA	3	0	0	0	0	3	ensembl
FRMPD1	protein_coding	3	3	0	0	0	0	ensembl
RN7SKP171	misc_RNA	1	0	0	0	0	1	ensembl
TRMT10B	protein_coding	9	4	1	4	0	0	ensembl
EXOSC3	protein_coding	11	2	3	3	3	0	ensembl
ENSG00000289295	lncRNA	1	0	0	0	0	1	ensembl
DCAF10	protein_coding	5	2	0	0	3	0	ensembl
SLC25A51	protein_coding	3	2	0	0	1	0	ensembl
ENSG00000304289	lncRNA	1	0	0	0	0	1	ensembl
SHB	protein_coding	1	1	0	0	0	0	ensembl
RNU7-124P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000296098	lncRNA	11	0	0	0	0	11	ensembl
ENSG00000295133	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296661	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302636	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000302657	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000310408	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000223716	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000297611	lncRNA	1	0	0	0	0	1	ensembl
ALDH1B1	protein_coding	2	2	0	0	0	0	ensembl
IGFBPL1	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000291061	lncRNA	22	0	0	0	0	22	ensembl
ANKRD18A	protein_coding	10	3	0	4	3	0	ensembl
ENSG00000290907	lncRNA	1	0	0	0	0	1	ensembl
FAM201A	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000300523	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000284612	lncRNA	5	0	0	0	0	5	ensembl
RNU6-765P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000305767	lncRNA	8	0	0	0	0	8	ensembl
FAM240B	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000308694	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000228467	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000297230	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000287838	lncRNA	29	0	0	0	0	29	ensembl
ENSG00000296112	lncRNA	1	0	0	0	0	1	ensembl
CNTNAP3	protein_coding	12	4	0	1	7	0	ensembl
RN7SL640P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000301418	lncRNA	1	0	0	0	0	1	ensembl
SPATA31A1	protein_coding	2	1	0	0	1	0	ensembl
ENSG00000303478	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293163	lncRNA	1	0	0	0	0	1	ensembl
FAM74A1	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000224038	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000308285	lncRNA	2	0	0	0	0	2	ensembl
ZNF658B	lncRNA	15	0	0	0	0	15	ensembl
ENSG00000308535	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000298995	lncRNA	3	0	0	0	0	3	ensembl
GLIDR	lncRNA	128	0	0	0	0	128	ensembl
ENSG00000309185	lncRNA	6	0	0	0	0	6	ensembl
FGF7P3	lncRNA	45	0	0	0	0	45	ensembl
FAM88D	lncRNA	27	0	0	0	0	27	ensembl
RN7SL763P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000284116	lncRNA	48	0	0	0	0	48	ensembl
ENSG00000296560	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000228136	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295872	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000295649	lncRNA	1	0	0	0	0	1	ensembl
FAM95B1	lncRNA	53	0	3	0	0	50	ensembl
RNU6-1269P	snRNA	1	0	0	0	0	1	ensembl
BMS1P14	lncRNA	233	0	0	0	0	233	ensembl
ENSG00000305164	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000290546	lncRNA	61	0	0	0	0	61	ensembl
ENSG00000276266	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000297188	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000307235	lncRNA	16	0	0	0	0	16	ensembl
RNU6-156P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000275390	lncRNA	2	0	0	0	0	2	ensembl
PGM5P2	lncRNA	24	0	0	0	0	24	ensembl
MIR1299	miRNA	1	0	0	0	0	1	ensembl
ENSG00000297682	lncRNA	1	0	0	0	0	1	ensembl
FRG1HP	lncRNA	230	0	0	0	0	230	ensembl
ENSG00000297711	lncRNA	1	0	0	0	0	1	ensembl
LINC03025	lncRNA	13	0	0	0	0	13	ensembl
ENSG00000308937	lncRNA	1	0	0	0	0	1	ensembl
FOXD4L6	protein_coding	1	1	0	0	0	0	ensembl
ZNG1F	protein_coding	17	2	3	6	6	0	ensembl
ENSG00000308900	lncRNA	5	0	0	0	0	5	ensembl
MIR4477A	miRNA	1	0	0	0	0	1	ensembl
RNA5SP530	rRNA	1	0	0	0	0	1	ensembl
ENSG00000279561	TEC	1	0	0	0	0	1	ensembl
ENSG00000300139	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000275450	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000302144	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000276502	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000290848	lncRNA	18	0	0	0	0	18	ensembl
ENSG00000288891	lncRNA	25	0	0	0	0	25	ensembl
ENSG00000307082	lncRNA	1	0	0	0	0	1	ensembl
RN7SL565P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000275297	lncRNA	20	0	1	0	0	19	ensembl
ENSG00000297591	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000276412	lncRNA	33	0	0	0	0	33	ensembl
ENSG00000297621	lncRNA	1	0	0	0	0	1	ensembl
FAM242F	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000297603	lncRNA	2	0	0	0	0	2	ensembl
CNTNAP3B	protein_coding	15	7	3	2	3	0	ensembl
ENSG00000297510	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000297472	lncRNA	2	0	0	0	0	2	ensembl
RN7SL343P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000297458	lncRNA	1	0	0	0	0	1	ensembl
SPATA31A6	protein_coding	2	1	0	0	1	0	ensembl
FAM74A7	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000309297	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000275649	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000298897	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000300025	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000304486	lncRNA	1	0	0	0	0	1	ensembl
FAM88E	lncRNA	45	0	0	0	0	45	ensembl
ENSG00000304756	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000304729	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000229311	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000302324	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000233424	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000291170	lncRNA	24	0	0	0	0	24	ensembl
ENSG00000291166	lncRNA	43	0	0	0	0	43	ensembl
RNU6-599P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000293321	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000306461	lncRNA	88	0	0	0	0	88	ensembl
ENSG00000291167	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000302146	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000307296	lncRNA	1	0	0	0	0	1	ensembl
SPATA31A5	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000305616	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293090	lncRNA	1	0	0	0	0	1	ensembl
FAM74A6	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000276422	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000297576	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000303106	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300863	lncRNA	2	0	0	0	0	2	ensembl
SPATA31A7	protein_coding	9	1	0	0	8	0	ensembl
ENSG00000304786	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000277412	lncRNA	1	0	0	0	0	1	ensembl
FAM74A4	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000275676	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293735	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293750	lncRNA	1	0	0	0	0	1	ensembl
CNTNAP3C	protein_coding	1	1	0	0	0	0	ensembl
RN7SL462P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000303694	lncRNA	26	0	0	0	0	26	ensembl
FAM242D	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000204814	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000304528	lncRNA	1	0	0	0	0	1	ensembl
RN7SL722P	misc_RNA	1	0	0	0	0	1	ensembl
FAM27C	lncRNA	75	0	1	0	0	74	ensembl
ENSG00000235659	lncRNA	34	0	0	0	0	34	ensembl
FAM242E	lncRNA	13	0	0	0	0	13	ensembl
ENSG00000284471	TEC	1	0	0	0	0	1	ensembl
ENSG00000303419	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000303438	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000293628	lncRNA	8	0	0	0	0	8	ensembl
FAM88C	lncRNA	29	0	1	0	0	28	ensembl
LINC01189	lncRNA	35	0	0	0	0	35	ensembl
RN7SL544P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000233651	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298393	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298377	lncRNA	2	0	0	0	0	2	ensembl
FAM88F	lncRNA	40	0	0	0	0	40	ensembl
ENSG00000298405	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000296941	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000298349	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000288838	lncRNA	10	0	0	0	0	10	ensembl
LINC01410	lncRNA	39	0	0	0	0	39	ensembl
ENSG00000229422	lncRNA	1	0	0	0	0	1	ensembl
LERFS	lncRNA	68	0	0	0	0	68	ensembl
FAM88B	lncRNA	56	0	0	0	0	56	ensembl
ENSG00000310023	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000310065	lncRNA	66	0	0	0	0	66	ensembl
ENSG00000290573	lncRNA	59	0	0	0	0	59	ensembl
ENSG00000290549	lncRNA	310	0	0	0	0	310	ensembl
ENSG00000290559	lncRNA	116	0	0	0	0	116	ensembl
ENSG00000307463	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000307490	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000224267	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000225411	lncRNA	14	0	0	0	0	14	ensembl
ENSG00000309428	lncRNA	12	0	0	0	0	12	ensembl
MIR4477B	miRNA	1	0	0	0	0	1	ensembl
FRG1JP	lncRNA	68	0	0	0	0	68	ensembl
ENSG00000306078	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296339	lncRNA	3	0	0	0	0	3	ensembl
FLJ43315	lncRNA	34	0	0	0	0	34	ensembl
ENSG00000302142	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000285580	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000290972	lncRNA	4	0	3	0	0	1	ensembl
RNU6-1193P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000289725	lncRNA	27	0	0	0	0	27	ensembl
ENSG00000304304	lncRNA	126	0	0	0	0	126	ensembl
ENSG00000304377	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000290586	lncRNA	38	0	0	0	0	38	ensembl
ENSG00000309110	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000309796	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000309584	lncRNA	6	0	0	0	0	6	ensembl
RNU6-1293P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000293747	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000290579	lncRNA	25	0	0	0	0	25	ensembl
ENSG00000293772	lncRNA	28	0	0	0	0	28	ensembl
ENSG00000293277	lncRNA	1	0	0	0	0	1	ensembl
FOXD4L5	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000302601	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000287329	lncRNA	16	0	0	0	0	16	ensembl
ENSG00000298163	lncRNA	13	0	0	0	0	13	ensembl
ENSG00000299547	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000297757	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295981	lncRNA	7	0	0	0	0	7	ensembl
ZNG1E	protein_coding	33	7	12	7	7	0	ensembl
ENSG00000290938	lncRNA	72	0	0	0	0	72	ensembl
FOXD4L4	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000295894	lncRNA	181	0	0	0	0	181	ensembl
ENSG00000295954	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000274893	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000293304	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000290970	lncRNA	13	0	3	0	0	10	ensembl
ENSG00000286945	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000290971	lncRNA	33	0	2	0	0	31	ensembl
RNU6-538P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000309744	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294550	lncRNA	15	0	0	0	0	15	ensembl
ENSG00000294531	lncRNA	16	0	0	0	0	16	ensembl
ENSG00000294571	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308601	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000308618	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000304236	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000300185	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000303678	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308540	lncRNA	1	0	0	0	0	1	ensembl
ZNF658	protein_coding	7	6	0	1	0	0	ensembl
ENSG00000277350	lncRNA	8	0	0	0	0	8	ensembl
FAM74A3	lncRNA	3	0	0	0	0	3	ensembl
SPATA31A3	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000304582	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306036	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000303182	lncRNA	14	0	0	0	0	14	ensembl
ENSG00000303217	lncRNA	1	0	0	0	0	1	ensembl
RN7SL422P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000303203	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000308124	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000305999	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000305973	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000276898	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303639	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000299229	lncRNA	2	0	0	0	0	2	ensembl
FAM27E3	lncRNA	30	0	0	0	0	30	ensembl
ENSG00000303281	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000303251	lncRNA	34	0	0	0	0	34	ensembl
ENSG00000303297	lncRNA	1	0	0	0	0	1	ensembl
RN7SL787P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000295374	lncRNA	1	0	0	0	0	1	ensembl
ANKRD20A1	protein_coding	10	2	2	2	4	0	ensembl
ENSG00000306566	lncRNA	1	0	0	0	0	1	ensembl
RNU6-368P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000226904	lncRNA	4	0	0	0	0	4	ensembl
ZNG1C	protein_coding	19	5	3	8	3	0	ensembl
ENSG00000279706	TEC	1	0	0	0	0	1	ensembl
ENSG00000300460	lncRNA	1	0	0	0	0	1	ensembl
FOXD4L3	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000225337	lncRNA	1	0	0	0	0	1	ensembl
PGM5	protein_coding	7	3	1	0	3	0	ensembl
PGM5-AS1	lncRNA	17	0	0	0	0	17	ensembl
ENSG00000233178	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000229019	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000299368	lncRNA	3	0	0	0	0	3	ensembl
LINC01506	lncRNA	31	0	0	0	0	31	ensembl
TMEM252	protein_coding	1	1	0	0	0	0	ensembl
TMEM252-DT	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000299330	lncRNA	19	0	0	0	0	19	ensembl
ENSG00000299424	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000299441	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300573	lncRNA	1	0	0	0	0	1	ensembl
PIP5K1B	protein_coding	8	5	0	1	2	0	ensembl
PABIR1	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000236733	lncRNA	10	0	0	0	0	10	ensembl
RNU6-820P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000288771	lncRNA	12	0	0	0	0	12	ensembl
PRKACG	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000285130	protein_coding	7	2	0	5	0	0	ensembl
FXN	protein_coding	5	4	0	1	0	0	ensembl
TJP2	protein_coding	31	17	9	1	4	0	ensembl
ENSG00000302570	lncRNA	1	0	0	0	0	1	ensembl
BANCR	lncRNA	11	0	0	0	0	11	ensembl
ENTREP1	protein_coding	9	3	2	1	3	0	ensembl
ENSG00000308610	lncRNA	1	0	0	0	0	1	ensembl
APBA1	protein_coding	4	3	1	0	0	0	ensembl
ENSG00000243888	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000229312	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000298921	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000261447	lncRNA	1	0	0	0	0	1	ensembl
PTAR1	protein_coding	6	4	2	0	0	0	ensembl
ENSG00000302600	lncRNA	2	0	0	0	0	2	ensembl
CFAP95-DT	lncRNA	14	0	0	0	0	14	ensembl
CFAP95	protein_coding	7	3	0	3	1	0	ensembl
RN7SL570P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000294102	lncRNA	1	0	0	0	0	1	ensembl
MAMDC2-AS1	lncRNA	64	0	0	0	0	64	ensembl
MAMDC2	protein_coding	2	1	0	0	1	0	ensembl
RNU2-5P	snRNA	1	0	0	0	0	1	ensembl
SMC5	protein_coding	4	1	2	0	1	0	ensembl
ENSG00000274421	lncRNA	1	0	0	0	0	1	ensembl
KLF9	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000308298	lncRNA	32	0	0	0	0	32	ensembl
ENSG00000308345	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289159	lncRNA	4	0	0	0	0	4	ensembl
TRPM3	protein_coding	30	22	3	3	2	0	ensembl
RN7SL726P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000232086	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000223966	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303682	lncRNA	2	0	0	0	0	2	ensembl
MIR204	miRNA	1	0	0	0	0	1	ensembl
ENSG00000301542	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289163	lncRNA	1	0	0	0	0	1	ensembl
CEMIP2	protein_coding	13	6	6	1	0	0	ensembl
ABHD17B	protein_coding	2	2	0	0	0	0	ensembl
C9orf85	protein_coding	6	3	0	3	0	0	ensembl
ENSG00000286823	lncRNA	2	0	0	0	0	2	ensembl
C9orf57	protein_coding	7	5	0	1	1	0	ensembl
GDA	protein_coding	9	6	0	2	1	0	ensembl
ENSG00000235523	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295856	lncRNA	1	0	0	0	0	1	ensembl
LINC01504	lncRNA	88	0	0	0	0	88	ensembl
ENSG00000302046	lncRNA	2	0	0	0	0	2	ensembl
ZFAND5	protein_coding	8	5	0	0	3	0	ensembl
ENSG00000288865	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301798	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000289993	lncRNA	5	0	0	0	0	5	ensembl
TMC1	protein_coding	17	6	2	3	6	0	ensembl
ENSG00000298373	lncRNA	2	0	0	0	0	2	ensembl
LINC01474	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000297622	lncRNA	1	0	0	0	0	1	ensembl
ALDH1A1	protein_coding	7	4	0	0	3	0	ensembl
ENSG00000293607	lncRNA	24	0	0	0	0	24	ensembl
ENSG00000293877	lncRNA	1	0	0	0	0	1	ensembl
ANXA1	protein_coding	8	4	0	0	4	0	ensembl
ENSG00000293857	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293608	lncRNA	45	0	0	0	0	45	ensembl
ENSG00000293896	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293609	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000232590	lncRNA	38	0	0	0	0	38	ensembl
ENSG00000286840	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000299511	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293610	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000305891	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303235	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000303250	lncRNA	1	0	0	0	0	1	ensembl
RORB-AS1	lncRNA	22	0	0	0	0	22	ensembl
ENSG00000227809	lncRNA	4	0	0	0	0	4	ensembl
RORB	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000286944	lncRNA	1	0	0	0	0	1	ensembl
TRPM6	protein_coding	6	4	0	1	1	0	ensembl
RN7SKP47	misc_RNA	1	0	0	0	0	1	ensembl
RNU6-445P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000308887	lncRNA	2	0	0	0	0	2	ensembl
C9orf40	protein_coding	1	1	0	0	0	0	ensembl
CARNMT1-AS1	lncRNA	8	0	0	0	0	8	ensembl
CARNMT1	protein_coding	3	3	0	0	0	0	ensembl
ENSG00000229587	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000278040	misc_RNA	1	0	0	0	0	1	ensembl
NMRK1	protein_coding	7	3	0	1	3	0	ensembl
OSTF1	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000308426	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308405	lncRNA	1	0	0	0	0	1	ensembl
RNU6-1228P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000302339	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301354	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000236376	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298912	lncRNA	5	0	0	0	0	5	ensembl
PCSK5	protein_coding	7	6	1	0	0	0	ensembl
ENSG00000301855	lncRNA	1	0	0	0	0	1	ensembl
RFK	protein_coding	6	2	0	0	4	0	ensembl
ENSG00000310253	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000310226	lncRNA	1	0	0	0	0	1	ensembl
GCNT1	protein_coding	6	3	0	0	3	0	ensembl
ENSG00000299432	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294255	lncRNA	1	0	0	0	0	1	ensembl
PRUNE2	protein_coding	14	7	0	0	7	0	ensembl
PCA3	lncRNA	18	0	0	0	0	18	ensembl
ENSG00000274326	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000277320	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000286332	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000310255	lncRNA	1	0	0	0	0	1	ensembl
FOXB2	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000297474	lncRNA	2	0	0	0	0	2	ensembl
VPS13A-AS1	lncRNA	6	0	0	0	0	6	ensembl
VPS13A	protein_coding	13	6	2	1	4	0	ensembl
GNA14	protein_coding	2	1	0	0	1	0	ensembl
ENSG00000295843	lncRNA	1	0	0	0	0	1	ensembl
GNA14-AS1	lncRNA	1	0	0	0	0	1	ensembl
RNU6-1303P	snRNA	1	0	0	0	0	1	ensembl
